InvoiceID,ClientID,ClientName,PaymentTerms,CreditLimit,ProjectID,ProjectName,Sector,Region,InvoiceAmount,InvoiceDate,DueDate,PaidDate,Status,DaysOverdue,DaysToCollect,AgingBucket,IsOverdue,MonthYear,Quarter,Year,PaymentVariance
9746,272,SABIC - Division 10,30,16212750.97,953,Commercial Tower - Phase 3-272,Infrastructure,MECCA,69750.0,2025-11-16,2025-12-16,2025-12-16,Paid,49,30.0,31-60 Days,False,2025-11,2025Q4,2025,0.0
9146,80,Diriyah Gate - Division 3,60,4864478.63,287,Entertainment District - Phase 1-80,Aviation,YANBU,55503.0,2025-11-16,2026-01-15,2026-01-07,Paid,19,52.0,Current (0-30),False,2025-11,2025Q4,2025,-8.0
10978,72,Riyad Bank - Division 3,45,5427995.51,256,Commercial Tower - Phase 2-72,Real Estate,JUBAIL,104790.0,2025-11-16,2025-12-31,2025-12-27,Paid,34,41.0,31-60 Days,False,2025-11,2025Q4,2025,-4.0
5547,55,Tasnee - Division 2,60,3910020.62,197,Telecom Network - Phase 2-55,Technology,RIYADH,37022.0,2025-11-16,2026-01-15,2026-01-15,Paid,19,60.0,Current (0-30),False,2025-11,2025Q4,2025,0.0
4986,213,STC - Division 8,45,12945720.11,736,Sports Arena - Phase 1-213,Aviation,YANBU,106174.0,2025-11-16,2025-12-31,2026-01-08,Partial,34,53.0,31-60 Days,False,2025-11,2025Q4,2025,8.0
6358,265,Tasnee - Division 9,60,16016720.63,926,Port Upgrade - Phase 1-265,Telecom,JUBAIL,109910.0,2025-11-16,2026-01-15,2026-01-10,Paid,19,55.0,Current (0-30),False,2025-11,2025Q4,2025,-5.0
8239,250,Mobily - Division 9,60,13741269.3,877,Data Center - Phase 2-250,Defense,DAMMAM,94292.0,2025-11-16,2026-01-15,2026-02-03,Paid,19,79.0,Current (0-30),False,2025-11,2025Q4,2025,19.0
6930,134,Saudi Electricity - Division 5,30,9688073.51,465,Data Center - Phase 2-134,Water,JUBAIL,15964.0,2025-11-16,2025-12-16,,Overdue,49,,31-60 Days,True,2025-11,2025Q4,2025,
1931,141,ROSHN Group - Division 5,45,9069004.67,485,Port Upgrade - Phase 3-141,Aviation,DAMMAM,54044.0,2025-11-16,2025-12-31,2025-12-23,Paid,34,37.0,31-60 Days,False,2025-11,2025Q4,2025,-8.0
1330,163,Al Rajhi Bank - Division 6,30,11493068.02,555,Telecom Network - Phase 3-163,Healthcare,YANBU,168329.0,2025-11-16,2025-12-16,,Overdue,49,,31-60 Days,True,2025-11,2025Q4,2025,
1255,141,ROSHN Group - Division 5,45,9069004.67,486,Railway Extension - Phase 4-141,Defense,DAMMAM,81332.0,2025-11-16,2025-12-31,2025-12-22,Paid,34,36.0,31-60 Days,False,2025-11,2025Q4,2025,-9.0
3666,230,Diriyah Gate - Division 8,60,12466355.34,803,Data Center - Phase 3-230,Technology,TABUK,191840.0,2025-11-16,2026-01-15,2026-01-10,Paid,19,55.0,Current (0-30),False,2025-11,2025Q4,2025,-5.0
2905,26,Yanbu Petrochemical - Division 1,30,3067945.88,104,Sports Arena - Phase 4-26,Telecom,TABUK,83863.0,2025-11-16,2025-12-16,2026-02-03,Paid,49,79.0,31-60 Days,False,2025-11,2025Q4,2025,49.0
2718,14,Saudi Electricity - Division 1,30,2937250.01,53,Water Treatment - Phase 2-14,Aviation,YANBU,188084.0,2025-11-16,2025-12-16,,Overdue,49,,31-60 Days,True,2025-11,2025Q4,2025,
2407,185,Red Sea Global - Division 7,60,12061814.32,634,Industrial Zone - Phase 5-185,Technology,MECCA,104771.0,2025-11-16,2026-01-15,2026-01-06,Paid,19,51.0,Current (0-30),False,2025-11,2025Q4,2025,-9.0
4047,143,Alinma Bank - Division 5,30,8820969.16,496,Data Center - Phase 4-143,Technology,MECCA,40061.0,2025-11-15,2025-12-15,2025-12-15,Paid,50,30.0,31-60 Days,False,2025-11,2025Q4,2025,0.0
1927,220,Mobily - Division 8,60,14343104.58,760,Solar Farm - Phase 4-220,Defense,MADINAH,104687.0,2025-11-15,2026-01-14,,Overdue,20,,Current (0-30),True,2025-11,2025Q4,2025,
1739,214,NEOM Company - Division 8,30,13597533.02,739,Residential Complex - Phase 2-214,Water,YANBU,112168.0,2025-11-15,2025-12-15,2025-12-13,Paid,50,28.0,31-60 Days,False,2025-11,2025Q4,2025,-2.0
2026,185,Red Sea Global - Division 7,60,12061814.32,634,Industrial Zone - Phase 5-185,Technology,MECCA,11826.0,2025-11-15,2026-01-14,2026-01-27,Paid,20,73.0,Current (0-30),False,2025-11,2025Q4,2025,13.0
8397,250,Mobily - Division 9,60,13741269.3,877,Data Center - Phase 2-250,Defense,DAMMAM,149015.0,2025-11-15,2026-01-14,2026-02-03,Partial,20,80.0,Current (0-30),False,2025-11,2025Q4,2025,20.0
8884,75,SAPTCO - Division 3,60,5962905.07,270,Logistics Hub - Phase 2-75,Defense,TABUK,149696.0,2025-11-15,2026-01-14,2026-01-14,Paid,20,60.0,Current (0-30),False,2025-11,2025Q4,2025,0.0
8741,42,Riyad Bank - Division 2,45,5458804.71,158,Data Center - Phase 3-42,Defense,DAMMAM,138842.0,2025-11-15,2025-12-30,,Overdue,35,,31-60 Days,True,2025-11,2025Q4,2025,
4743,2,SABIC - Division 1,30,1680413.32,6,Solar Farm - Phase 1-2,Defense,ABHA,47730.0,2025-11-15,2025-12-15,,Overdue,50,,31-60 Days,True,2025-11,2025Q4,2025,
5569,248,Maaden - Division 9,30,15650476.57,871,Defense Base - Phase 1-248,Real Estate,RIYADH,179147.0,2025-11-15,2025-12-15,2025-12-22,Partial,50,37.0,31-60 Days,False,2025-11,2025Q4,2025,7.0
10991,198,King Salman Energy Park - Division 7,45,10978093.84,681,University Campus - Phase 4-198,Defense,ABHA,15658.0,2025-11-15,2025-12-30,2025-12-30,Paid,35,45.0,31-60 Days,False,2025-11,2025Q4,2025,0.0
10716,78,King Salman Energy Park - Division 3,45,7344554.68,280,Data Center - Phase 2-78,Technology,YANBU,174668.0,2025-11-15,2025-12-30,2026-01-08,Paid,35,54.0,31-60 Days,False,2025-11,2025Q4,2025,9.0
12483,50,Diriyah Gate - Division 2,60,4047074.73,183,Data Center - Phase 1-50,Defense,RIYADH,148931.0,2025-11-15,2026-01-14,2026-01-14,Paid,20,60.0,Current (0-30),False,2025-11,2025Q4,2025,0.0
12237,211,Saudi Aramco - Division 8,30,11897615.29,729,Port Upgrade - Phase 1-211,Healthcare,YANBU,123418.0,2025-11-15,2025-12-15,2025-12-15,Paid,50,30.0,31-60 Days,False,2025-11,2025Q4,2025,0.0
12219,235,Tasnee - Division 8,60,12341994.94,821,Smart City - Phase 1-235,Real Estate,YANBU,102388.0,2025-11-15,2026-01-14,,Overdue,20,,Current (0-30),True,2025-11,2025Q4,2025,
13666,255,SAPTCO - Division 9,60,14005812.2,894,Logistics Hub - Phase 4-255,Defense,JEDDAH,87566.0,2025-11-15,2026-01-14,,Overdue,20,,Current (0-30),True,2025-11,2025Q4,2025,
13914,18,King Salman Energy Park - Division 1,45,3793309.43,65,Airport Terminal - Phase 2-18,Real Estate,TABUK,101282.0,2025-11-15,2025-12-30,2026-02-03,Paid,35,80.0,31-60 Days,False,2025-11,2025Q4,2025,35.0
14551,263,Alinma Bank - Division 9,30,15263486.15,921,Residential Complex - Phase 3-263,Telecom,DAMMAM,180222.0,2025-11-14,2025-12-14,,Overdue,51,,31-60 Days,True,2025-11,2025Q4,2025,
11922,77,Haramain Railway - Division 3,30,4360853.72,278,Entertainment District - Phase 2-77,Technology,JUBAIL,29111.0,2025-11-14,2025-12-14,,Overdue,51,,31-60 Days,True,2025-11,2025Q4,2025,
12958,127,ACWA Power - Division 5,30,7674774.11,444,Commercial Tower - Phase 1-127,Technology,JEDDAH,63291.0,2025-11-14,2025-12-14,,Overdue,51,,31-60 Days,True,2025-11,2025Q4,2025,
10545,279,Almarai - Division 10,45,14952964.24,978,Residential Complex - Phase 1-279,Defense,JUBAIL,182627.0,2025-11-14,2025-12-29,2025-12-20,Paid,36,36.0,31-60 Days,False,2025-11,2025Q4,2025,-9.0
10452,261,ROSHN Group - Division 9,45,13964611.67,915,Telecom Network - Phase 2-261,Infrastructure,ABHA,196060.0,2025-11-14,2025-12-29,2025-12-21,Paid,36,37.0,31-60 Days,False,2025-11,2025Q4,2025,-8.0
9462,151,Saudi Aramco - Division 6,30,9458818.29,520,Telecom Network - Phase 3-151,Defense,TABUK,28146.0,2025-11-14,2025-12-14,2025-12-11,Paid,51,27.0,31-60 Days,False,2025-11,2025Q4,2025,-3.0
9898,235,Tasnee - Division 8,60,12341994.94,822,Smart City - Phase 2-235,Real Estate,TABUK,182053.0,2025-11-14,2026-01-13,2026-01-13,Paid,21,60.0,Current (0-30),False,2025-11,2025Q4,2025,0.0
5201,192,Riyad Bank - Division 7,45,10242949.39,659,Port Upgrade - Phase 3-192,Technology,RIYADH,5149.0,2025-11-14,2025-12-29,,Overdue,36,,31-60 Days,True,2025-11,2025Q4,2025,
8522,159,Almarai - Division 6,45,10755679.75,540,Logistics Hub - Phase 1-159,Water,RIYADH,13512.0,2025-11-14,2025-12-29,2026-02-03,Paid,36,81.0,31-60 Days,False,2025-11,2025Q4,2025,36.0
7724,184,NEOM Company - Division 7,30,10447175.18,627,Commercial Tower - Phase 2-184,Technology,YANBU,62750.0,2025-11-14,2025-12-14,2026-02-03,Paid,51,81.0,31-60 Days,False,2025-11,2025Q4,2025,51.0
7848,275,Red Sea Global - Division 10,60,14740521.99,960,Sports Arena - Phase 1-275,Energy,NEOM,29711.0,2025-11-14,2026-01-13,2026-01-16,Partial,21,63.0,Current (0-30),False,2025-11,2025Q4,2025,3.0
2012,15,SAPTCO - Division 1,60,1917265.41,54,Data Center - Phase 1-15,Aviation,ABHA,189746.0,2025-11-14,2026-01-13,,Overdue,21,,Current (0-30),True,2025-11,2025Q4,2025,
128,197,Haramain Railway - Division 7,30,10594294.89,676,University Campus - Phase 2-197,Telecom,ABHA,155858.0,2025-11-14,2025-12-14,,Overdue,51,,31-60 Days,True,2025-11,2025Q4,2025,
4298,257,Haramain Railway - Division 9,30,14196896.69,899,Commercial Tower - Phase 1-257,Aviation,MADINAH,199144.0,2025-11-14,2025-12-14,2025-12-14,Paid,51,30.0,31-60 Days,False,2025-11,2025Q4,2025,0.0
2293,172,SNB Bank - Division 6,30,10410963.31,585,Sports Arena - Phase 3-172,Transport,TABUK,183587.0,2025-11-13,2025-12-13,2025-12-13,Paid,52,30.0,31-60 Days,False,2025-11,2025Q4,2025,0.0
2572,259,Royal Commission - Division 9,30,15910566.55,905,Data Center - Phase 1-259,Defense,TABUK,142620.0,2025-11-13,2025-12-13,2025-12-12,Paid,52,29.0,31-60 Days,False,2025-11,2025Q4,2025,-1.0
694,162,Riyad Bank - Division 6,45,10162873.59,552,Entertainment District - Phase 3-162,Transport,ABHA,73643.0,2025-11-13,2025-12-28,2025-12-28,Paid,37,45.0,31-60 Days,False,2025-11,2025Q4,2025,0.0
755,193,Al Rajhi Bank - Division 7,30,11166933.21,663,Solar Farm - Phase 4-193,Healthcare,YANBU,120308.0,2025-11-13,2025-12-13,2025-12-08,Paid,52,25.0,31-60 Days,False,2025-11,2025Q4,2025,-5.0
7808,96,Qiddiya - Division 4,45,6388959.6,341,Sports Arena - Phase 4-96,Technology,MADINAH,44064.0,2025-11-13,2025-12-28,,Overdue,37,,31-60 Days,True,2025-11,2025Q4,2025,
6847,269,Zamil Industrial - Division 9,30,16836694.84,941,Port Upgrade - Phase 3-269,Telecom,DAMMAM,129991.0,2025-11-13,2025-12-13,,Overdue,52,,31-60 Days,True,2025-11,2025Q4,2025,
8920,127,ACWA Power - Division 5,30,7674774.11,445,Commercial Tower - Phase 2-127,Aviation,ABHA,88769.0,2025-11-13,2025-12-13,,Overdue,52,,31-60 Days,True,2025-11,2025Q4,2025,
9018,190,Mobily - Division 7,60,10163981.96,653,Power Plant - Phase 3-190,Aviation,JUBAIL,86311.0,2025-11-13,2026-01-12,2026-02-03,Paid,22,82.0,Current (0-30),False,2025-11,2025Q4,2025,22.0
4839,210,Al Jazeera Bank - Division 7,60,13662589.68,727,Port Upgrade - Phase 3-210,Aviation,MADINAH,113673.0,2025-11-13,2026-01-12,,Overdue,22,,Current (0-30),True,2025-11,2025Q4,2025,
4930,250,Mobily - Division 9,60,13741269.3,876,Data Center - Phase 1-250,Aviation,TABUK,175297.0,2025-11-13,2026-01-12,2026-01-12,Paid,22,60.0,Current (0-30),False,2025-11,2025Q4,2025,0.0
5757,231,ROSHN Group - Division 8,45,12413503.66,806,Data Center - Phase 3-231,Technology,TABUK,112906.0,2025-11-13,2025-12-28,2025-12-28,Paid,37,45.0,31-60 Days,False,2025-11,2025Q4,2025,0.0
9260,133,Al Rajhi Bank - Division 5,30,9202994.72,462,Port Upgrade - Phase 1-133,Real Estate,TABUK,199680.0,2025-11-13,2025-12-13,2026-01-26,Partial,52,74.0,31-60 Days,False,2025-11,2025Q4,2025,44.0
12749,44,Saudi Electricity - Division 2,30,4272173.82,162,Smart City - Phase 2-44,Infrastructure,ABHA,83823.0,2025-11-13,2025-12-13,2026-02-03,Partial,52,82.0,31-60 Days,False,2025-11,2025Q4,2025,52.0
11838,72,Riyad Bank - Division 3,45,5427995.51,257,Logistics Hub - Phase 3-72,Real Estate,JUBAIL,75181.0,2025-11-13,2025-12-28,,Overdue,37,,31-60 Days,True,2025-11,2025Q4,2025,
11774,102,Riyad Bank - Division 4,45,7397542.21,360,Solar Farm - Phase 3-102,Defense,NEOM,149705.0,2025-11-13,2025-12-28,2025-12-28,Paid,37,45.0,31-60 Days,False,2025-11,2025Q4,2025,0.0
12220,244,NEOM Company - Division 9,30,12963145.22,856,Power Plant - Phase 5-244,Defense,DAMMAM,158724.0,2025-11-13,2025-12-13,2026-02-03,Partial,52,82.0,31-60 Days,False,2025-11,2025Q4,2025,52.0
13808,275,Red Sea Global - Division 10,60,14740521.99,962,University Campus - Phase 3-275,Water,NEOM,33942.0,2025-11-13,2026-01-12,,Overdue,22,,Current (0-30),True,2025-11,2025Q4,2025,
14952,189,Almarai - Division 7,45,10320777.2,650,Airport Terminal - Phase 3-189,Real Estate,MADINAH,39837.0,2025-11-13,2025-12-28,2025-12-27,Paid,37,44.0,31-60 Days,False,2025-11,2025Q4,2025,-1.0
12301,16,Riyadh Metro - Division 1,30,2152956.4,58,Logistics Hub - Phase 3-16,Defense,YANBU,17150.0,2025-11-12,2025-12-12,2025-12-12,Paid,53,30.0,31-60 Days,False,2025-11,2025Q4,2025,0.0
12398,14,Saudi Electricity - Division 1,30,2937250.01,53,Water Treatment - Phase 2-14,Aviation,YANBU,85011.0,2025-11-12,2025-12-12,2025-12-07,Paid,53,25.0,31-60 Days,False,2025-11,2025Q4,2025,-5.0
10587,210,Al Jazeera Bank - Division 7,60,13662589.68,727,Port Upgrade - Phase 3-210,Aviation,MADINAH,71756.0,2025-11-12,2026-01-11,2026-01-07,Paid,23,56.0,Current (0-30),False,2025-11,2025Q4,2025,-4.0
6628,262,SNB Bank - Division 9,30,14501278.03,917,Defense Base - Phase 2-262,Technology,RIYADH,90622.0,2025-11-12,2025-12-12,2025-12-10,Paid,53,28.0,31-60 Days,False,2025-11,2025Q4,2025,-2.0
5326,25,Tasnee - Division 1,60,2092536.0,100,Industrial Zone - Phase 5-25,Telecom,DAMMAM,30681.0,2025-11-12,2026-01-11,2026-01-07,Paid,23,56.0,Current (0-30),False,2025-11,2025Q4,2025,-4.0
9058,183,STC - Division 7,45,10061625.42,624,Commercial Tower - Phase 4-183,Technology,JUBAIL,40996.0,2025-11-12,2025-12-27,2026-01-04,Partial,38,53.0,31-60 Days,False,2025-11,2025Q4,2025,8.0
859,62,SABIC - Division 3,30,5420848.81,223,Sports Arena - Phase 1-62,Energy,MADINAH,176882.0,2025-11-12,2025-12-12,2025-12-06,Paid,53,24.0,31-60 Days,False,2025-11,2025Q4,2025,-6.0
1489,167,Haramain Railway - Division 6,30,11739536.18,565,Residential Complex - Phase 1-167,Healthcare,YANBU,141761.0,2025-11-12,2025-12-12,,Overdue,53,,31-60 Days,True,2025-11,2025Q4,2025,
2812,154,NEOM Company - Division 6,30,11081695.49,530,Water Treatment - Phase 2-154,Aviation,MECCA,51809.0,2025-11-12,2025-12-12,2026-02-03,Partial,53,83.0,31-60 Days,False,2025-11,2025Q4,2025,53.0
2916,8,Maaden - Division 1,30,3145788.57,32,Water Treatment - Phase 2-8,Energy,YANBU,20890.0,2025-11-12,2025-12-12,,Overdue,53,,31-60 Days,True,2025-11,2025Q4,2025,
3358,47,Haramain Railway - Division 2,30,3419781.54,173,Railway Extension - Phase 2-47,Defense,ABHA,134115.0,2025-11-11,2025-12-11,,Overdue,54,,31-60 Days,True,2025-11,2025Q4,2025,
4342,280,Mobily - Division 10,60,15270899.15,982,Metro Line - Phase 3-280,Aviation,TABUK,66449.0,2025-11-11,2026-01-10,,Overdue,24,,Current (0-30),True,2025-11,2025Q4,2025,
4184,249,Almarai - Division 9,45,13032545.64,875,Port Upgrade - Phase 3-249,Aviation,JUBAIL,178981.0,2025-11-11,2025-12-26,,Overdue,39,,31-60 Days,True,2025-11,2025Q4,2025,
1053,106,Riyadh Metro - Division 4,30,6768710.59,373,Smart City - Phase 4-106,Transport,ABHA,140351.0,2025-11-11,2025-12-11,2025-12-05,Paid,54,24.0,31-60 Days,False,2025-11,2025Q4,2025,-6.0
1024,13,Al Rajhi Bank - Division 1,30,3467618.53,49,Power Plant - Phase 3-13,Energy,TABUK,151379.0,2025-11-11,2025-12-11,2026-02-03,Partial,54,84.0,31-60 Days,False,2025-11,2025Q4,2025,54.0
271,177,SAFCO - Division 6,45,11278091.09,602,Entertainment District - Phase 2-177,Water,MECCA,30282.0,2025-11-11,2025-12-26,2026-01-22,Partial,39,72.0,31-60 Days,False,2025-11,2025Q4,2025,27.0
8175,85,Tasnee - Division 3,60,5144647.2,305,Metro Line - Phase 2-85,Transport,MECCA,144633.0,2025-11-11,2026-01-10,2026-01-05,Paid,24,55.0,Current (0-30),False,2025-11,2025Q4,2025,-5.0
6888,18,King Salman Energy Park - Division 1,45,3793309.43,65,Airport Terminal - Phase 2-18,Real Estate,TABUK,127872.0,2025-11-11,2025-12-26,,Overdue,39,,31-60 Days,True,2025-11,2025Q4,2025,
7283,40,Mobily - Division 2,60,2803914.15,151,Sports Arena - Phase 4-40,Aviation,JUBAIL,121362.0,2025-11-11,2026-01-10,2026-01-06,Paid,24,56.0,Current (0-30),False,2025-11,2025Q4,2025,-4.0
7504,140,Diriyah Gate - Division 5,60,9283592.29,478,Residential Complex - Phase 1-140,Aviation,MECCA,22332.0,2025-11-11,2026-01-10,2026-02-03,Partial,24,84.0,Current (0-30),False,2025-11,2025Q4,2025,24.0
5507,124,NEOM Company - Division 5,30,6955320.04,430,Data Center - Phase 1-124,Defense,JEDDAH,155790.0,2025-11-11,2025-12-11,2025-12-27,Paid,54,46.0,31-60 Days,False,2025-11,2025Q4,2025,16.0
6809,58,Saudi Cement - Division 2,30,4179596.55,209,Solar Farm - Phase 2-58,Aviation,TABUK,40641.0,2025-11-11,2025-12-11,2025-12-11,Paid,54,30.0,31-60 Days,False,2025-11,2025Q4,2025,0.0
10774,85,Tasnee - Division 3,60,5144647.2,305,Metro Line - Phase 2-85,Transport,MECCA,16825.0,2025-11-11,2026-01-10,2026-01-10,Paid,24,60.0,Current (0-30),False,2025-11,2025Q4,2025,0.0
11033,54,Saudi Airlines - Division 2,45,4024987.45,195,Logistics Hub - Phase 2-54,Defense,DAMMAM,156904.0,2025-11-11,2025-12-26,2025-12-17,Paid,39,36.0,31-60 Days,False,2025-11,2025Q4,2025,-9.0
9532,272,SABIC - Division 10,30,16212750.97,951,Railway Extension - Phase 1-272,Aviation,MADINAH,167901.0,2025-11-11,2025-12-11,2026-02-03,Partial,54,84.0,31-60 Days,False,2025-11,2025Q4,2025,54.0
10016,273,STC - Division 10,45,16168855.74,955,University Campus - Phase 2-273,Telecom,TABUK,175800.0,2025-11-11,2025-12-26,2025-12-26,Paid,39,45.0,31-60 Days,False,2025-11,2025Q4,2025,0.0
11970,229,Royal Commission - Division 8,30,13907378.96,800,Residential Complex - Phase 4-229,Technology,JUBAIL,185644.0,2025-11-11,2025-12-11,2025-12-11,Paid,54,30.0,31-60 Days,False,2025-11,2025Q4,2025,0.0
12979,171,ROSHN Group - Division 6,45,10833328.73,581,Solar Farm - Phase 4-171,Telecom,YANBU,57680.0,2025-11-11,2025-12-26,2025-12-26,Paid,39,45.0,31-60 Days,False,2025-11,2025Q4,2025,0.0
14942,203,Alinma Bank - Division 7,30,11277504.27,701,Airport Terminal - Phase 4-203,Healthcare,RIYADH,54969.0,2025-11-11,2025-12-11,2025-12-05,Paid,54,24.0,31-60 Days,False,2025-11,2025Q4,2025,-6.0
13849,89,Zamil Industrial - Division 3,30,6037548.65,317,University Campus - Phase 4-89,Water,JUBAIL,18842.0,2025-11-11,2025-12-11,2026-02-03,Paid,54,84.0,31-60 Days,False,2025-11,2025Q4,2025,54.0
14511,281,Zain KSA - Division 10,30,16603570.57,985,Metro Line - Phase 1-281,Energy,MECCA,36544.0,2025-11-11,2025-12-11,,Overdue,54,,31-60 Days,True,2025-11,2025Q4,2025,
14763,122,SABIC - Division 5,30,7109106.77,426,Water Treatment - Phase 2-122,Real Estate,NEOM,102013.0,2025-11-11,2025-12-11,2025-12-07,Paid,54,26.0,31-60 Days,False,2025-11,2025Q4,2025,-4.0
14459,204,Saudi Airlines - Division 7,45,13281400.12,705,Port Upgrade - Phase 3-204,Healthcare,TABUK,197994.0,2025-11-11,2025-12-26,2025-12-26,Paid,39,45.0,31-60 Days,False,2025-11,2025Q4,2025,0.0
14185,6,Qiddiya - Division 1,45,3271313.38,25,Hospital Complex - Phase 1-6,Infrastructure,YANBU,137192.0,2025-11-10,2025-12-25,,Overdue,40,,31-60 Days,True,2025-11,2025Q4,2025,
11861,96,Qiddiya - Division 4,45,6388959.6,341,Sports Arena - Phase 4-96,Technology,MADINAH,107853.0,2025-11-10,2025-12-25,2026-02-03,Paid,40,85.0,31-60 Days,False,2025-11,2025Q4,2025,40.0
10632,172,SNB Bank - Division 6,30,10410963.31,587,Sports Arena - Phase 5-172,Defense,DAMMAM,98997.0,2025-11-10,2025-12-10,2025-12-07,Paid,55,27.0,31-60 Days,False,2025-11,2025Q4,2025,-3.0
6483,203,Alinma Bank - Division 7,30,11277504.27,701,Airport Terminal - Phase 4-203,Healthcare,RIYADH,143825.0,2025-11-10,2025-12-10,2025-12-10,Paid,55,30.0,31-60 Days,False,2025-11,2025Q4,2025,0.0
5707,277,ACWA Power - Division 10,30,15340388.25,971,Commercial Tower - Phase 4-277,Aviation,MECCA,92665.0,2025-11-10,2025-12-10,2025-12-27,Paid,55,47.0,31-60 Days,False,2025-11,2025Q4,2025,17.0
5512,183,STC - Division 7,45,10061625.42,625,Railway Extension - Phase 5-183,Real Estate,JUBAIL,150807.0,2025-11-10,2025-12-25,,Overdue,40,,31-60 Days,True,2025-11,2025Q4,2025,
4610,279,Almarai - Division 10,45,14952964.24,978,Residential Complex - Phase 1-279,Defense,JUBAIL,88662.0,2025-11-10,2025-12-25,2026-02-03,Paid,40,85.0,31-60 Days,False,2025-11,2025Q4,2025,40.0
8520,70,Mobily - Division 3,60,6215602.96,249,Sports Arena - Phase 2-70,Energy,MADINAH,49725.0,2025-11-10,2026-01-09,2026-01-01,Paid,25,52.0,Current (0-30),False,2025-11,2025Q4,2025,-8.0
8537,125,Red Sea Global - Division 5,60,8976254.12,436,University Campus - Phase 2-125,Technology,JUBAIL,173957.0,2025-11-10,2026-01-09,2026-02-03,Paid,25,85.0,Current (0-30),False,2025-11,2025Q4,2025,25.0
893,138,King Salman Energy Park - Division 5,45,8939386.74,474,Sports Arena - Phase 2-138,Real Estate,DAMMAM,197969.0,2025-11-10,2025-12-25,2025-12-25,Paid,40,45.0,31-60 Days,False,2025-11,2025Q4,2025,0.0
982,123,STC - Division 5,45,8233369.17,427,Railway Extension - Phase 1-123,Infrastructure,TABUK,118119.0,2025-11-10,2025-12-25,2026-02-03,Partial,40,85.0,31-60 Days,False,2025-11,2025Q4,2025,40.0
3927,261,ROSHN Group - Division 9,45,13964611.67,914,Smart City - Phase 1-261,Infrastructure,DAMMAM,68050.0,2025-11-10,2025-12-25,2026-02-03,Paid,40,85.0,31-60 Days,False,2025-11,2025Q4,2025,40.0
2851,193,Al Rajhi Bank - Division 7,30,11166933.21,662,Port Upgrade - Phase 3-193,Healthcare,JEDDAH,81048.0,2025-11-10,2025-12-10,,Overdue,55,,31-60 Days,True,2025-11,2025Q4,2025,
2537,86,Yanbu Petrochemical - Division 3,30,6491320.89,306,Metro Line - Phase 1-86,Aviation,MADINAH,103594.0,2025-11-10,2025-12-10,2025-12-10,Paid,55,30.0,31-60 Days,False,2025-11,2025Q4,2025,0.0
3125,198,King Salman Energy Park - Division 7,45,10978093.84,679,Commercial Tower - Phase 2-198,Real Estate,MECCA,149037.0,2025-11-09,2025-12-24,2025-12-18,Paid,41,39.0,31-60 Days,False,2025-11,2025Q4,2025,-6.0
659,245,Red Sea Global - Division 9,60,13302397.31,861,University Campus - Phase 5-245,Aviation,ABHA,40133.0,2025-11-09,2026-01-08,,Overdue,26,,Current (0-30),True,2025-11,2025Q4,2025,
80,213,STC - Division 8,45,12945720.11,736,Sports Arena - Phase 1-213,Aviation,YANBU,178016.0,2025-11-09,2025-12-24,,Overdue,41,,31-60 Days,True,2025-11,2025Q4,2025,
1285,198,King Salman Energy Park - Division 7,45,10978093.84,678,University Campus - Phase 1-198,Telecom,MECCA,135602.0,2025-11-09,2025-12-24,2025-12-27,Paid,41,48.0,31-60 Days,False,2025-11,2025Q4,2025,3.0
8595,45,SAPTCO - Division 2,60,4994100.63,167,Industrial Zone - Phase 5-45,Aviation,JUBAIL,35857.0,2025-11-09,2026-01-08,2026-01-03,Paid,26,55.0,Current (0-30),False,2025-11,2025Q4,2025,-5.0
5315,180,Al Jazeera Bank - Division 6,60,12427547.2,613,Data Center - Phase 3-180,Healthcare,ABHA,118299.0,2025-11-09,2026-01-08,2026-01-02,Paid,26,54.0,Current (0-30),False,2025-11,2025Q4,2025,-6.0
5923,247,ACWA Power - Division 9,30,15118639.67,870,Entertainment District - Phase 4-247,Real Estate,DAMMAM,177553.0,2025-11-09,2025-12-09,2025-12-03,Paid,56,24.0,31-60 Days,False,2025-11,2025Q4,2025,-6.0
6517,10,Mobily - Division 1,60,2260496.6,37,Telecom Network - Phase 1-10,Defense,RIYADH,27414.0,2025-11-09,2026-01-08,2026-01-08,Paid,26,60.0,Current (0-30),False,2025-11,2025Q4,2025,0.0
12078,274,NEOM Company - Division 10,30,16715426.14,959,Sports Arena - Phase 3-274,Aviation,TABUK,165665.0,2025-11-09,2025-12-09,2025-12-09,Paid,56,30.0,31-60 Days,False,2025-11,2025Q4,2025,0.0
14929,199,Royal Commission - Division 7,30,12572229.3,684,Airport Terminal - Phase 3-199,Telecom,ABHA,97504.0,2025-11-09,2025-12-09,2025-11-30,Paid,56,21.0,31-60 Days,False,2025-11,2025Q4,2025,-9.0
14787,150,Al Jazeera Bank - Division 5,60,8235869.95,516,University Campus - Phase 3-150,Telecom,ABHA,158249.0,2025-11-08,2026-01-07,2026-01-02,Paid,27,55.0,Current (0-30),False,2025-11,2025Q4,2025,-5.0
14918,277,ACWA Power - Division 10,30,15340388.25,972,Sports Arena - Phase 5-277,Real Estate,MECCA,170076.0,2025-11-08,2025-12-08,2025-11-30,Paid,57,22.0,31-60 Days,False,2025-11,2025Q4,2025,-8.0
